data/section_2/section_2_sample_10.csv, minimum: 8.150744960560912
data/section_2/section_2_sample_10.csv, moderate: 35.53900087642419
data/section_2/section_2_sample_8.csv, minimum: 7.298620382732532
data/section_2/section_2_sample_8.csv, moderate: 36.7601246105919
data/section_2/section_2_sample_9.csv, minimum: 8.352455254703992
data/section_2/section_2_sample_9.csv, moderate: 35.79623680587425
data/section_2/section_2_sample_2.csv, minimum: 8.117752007136485
data/section_2/section_2_sample_2.csv, moderate: 37.24353256021409
data/section_2/section_2_sample_3.csv, minimum: 8.205590622182147
data/section_2/section_2_sample_3.csv, moderate: 36.744815148782685
data/section_2/section_2_sample_1.csv, minimum: 8.76010781671159
data/section_2/section_2_sample_1.csv, moderate: 36.253369272237194
data/section_2/section_2_sample_4.csv, minimum: 7.6255707762557075
data/section_2/section_2_sample_4.csv, moderate: 36.073059360730596
data/section_2/section_2_sample_5.csv, minimum: 7.900677200902934
data/section_2/section_2_sample_5.csv, moderate: 37.38148984198646
data/section_2/section_2_sample_7.csv, minimum: 7.80977312390925
data/section_2/section_2_sample_7.csv, moderate: 36.73647469458988
data/section_2/section_2_sample_6.csv, minimum: 7.835325365205843
data/section_2/section_2_sample_6.csv, moderate: 37.31739707835325